,rank,title,total_ratings,installs_in_millions,average_rating,growth_30_days,growth_60_days,price,category,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent,paid
903,78,Opsu!(Beatmap player for Android),48107,1.0,3,2.8,6.2,0.0,GAME MUSIC,22453,6626,5140,2852,11033,46.68,13.77,10.69,5.93,22.94,False
904,79,Dynamix,47959,1.0,4,0.4,718.2,0.0,GAME MUSIC,32842,6648,3169,1469,3829,68.48,13.86,6.61,3.06,7.98,False
905,80,アイドリッシュセブン,47171,0.5,4,0.2,0.3,0.0,GAME MUSIC,37830,5098,1941,836,1463,80.2,10.81,4.12,1.77,3.1,False
906,81,Beat Blade: Dash Dance,46210,10.0,4,0.1,0.2,0.0,GAME MUSIC,30610,6215,3317,1743,4323,66.24,13.45,7.18,3.77,9.36,False
907,82,Color Hop 3D - Music Game,45842,10.0,4,4.6,11.5,0.0,GAME MUSIC,30296,3539,2428,2101,7475,66.09,7.72,5.3,4.58,16.31,False
908,83,Au 2 - Chuẩn Audition Mobile,45178,1.0,4,1.2,5.4,0.0,GAME MUSIC,34403,2928,1619,1109,5117,76.15,6.48,3.58,2.45,11.33,False
909,84,Mini Piano,45003,5.0,3,0.0,0.0,0.0,GAME MUSIC,22326,4329,4399,2799,11148,49.61,9.62,9.78,6.22,24.77,False
910,85,YASUHATI / With your voice!,43497,5.0,4,0.2,0.4,0.0,GAME MUSIC,29234,4587,3328,1549,4797,67.21,10.55,7.65,3.56,11.03,False
911,86,Beat Shooter,43124,5.0,4,1.2,3.2,0.0,GAME MUSIC,32760,3038,1928,1089,4307,75.97,7.05,4.47,2.53,9.99,False
912,87,Anime Tiles: Piano Music,42881,1.0,3,4.3,4.7,0.0,GAME MUSIC,23820,6247,3976,2538,6297,55.55,14.57,9.27,5.92,14.69,False
913,88,Happy Piano - Touch Music,42763,1.0,4,0.1,0.1,0.0,GAME MUSIC,31694,3989,2779,1109,3189,74.12,9.33,6.5,2.59,7.46,False
914,89,Project: Muse,41521,1.0,4,1.7,3.0,0.0,GAME MUSIC,26336,6930,3484,1871,2897,63.43,16.69,8.39,4.51,6.98,False
915,90,Beat Shooter - Gunshots Rhythm Game,40370,10.0,4,21.2,56.5,0.0,GAME MUSIC,31297,3395,1483,1036,3157,77.53,8.41,3.67,2.57,7.82,False
916,91,Pink Piano,40192,10.0,4,1.5,3.6,0.0,GAME MUSIC,27089,2471,2044,1677,6908,67.4,6.15,5.09,4.17,17.19,False
917,92,プロジェクトセカイ カラフルステージ！ feat. 初音ミク,38912,1.0,4,7.3,16.0,0.0,GAME MUSIC,27999,5085,2443,1157,2226,71.96,13.07,6.28,2.97,5.72,False
918,93,Piano Music Tiles 2 - Free Music Games,37291,5.0,3,3.2,6.8,0.0,GAME MUSIC,13975,3720,3521,3043,13030,37.48,9.98,9.44,8.16,34.94,False
919,94,Harmonium,36046,10.0,4,2.9,6.0,0.0,GAME MUSIC,26252,3277,1873,886,3756,72.83,9.09,5.2,2.46,10.42,False
920,95,TAPSONIC TOP - Music Grand prix,35324,1.0,4,1.3,3.0,0.0,GAME MUSIC,24495,5029,2569,869,2359,69.35,14.24,7.27,2.46,6.68,False
921,96,Magic Tiles Vocal & Piano Top Songs New Games,34781,5.0,4,2.4,5.7,0.0,GAME MUSIC,24705,4583,1947,838,2706,71.03,13.18,5.6,2.41,7.78,False
922,97,Piano Detector,34434,1.0,4,0.4,1.0,0.0,GAME MUSIC,23468,3894,2256,998,3814,68.16,11.31,6.55,2.9,11.08,False
923,98,Muse Dash,34140,0.1,4,768.5,6.7,1.49,GAME MUSIC,29210,2774,718,429,1007,85.56,8.13,2.1,1.26,2.95,True
924,99,Lanota - Dynamic & Challenging Music Game,33173,1.0,4,0.8,1.9,0.0,GAME MUSIC,26494,3628,1405,528,1116,79.87,10.94,4.24,1.59,3.36,False
925,100,Berpacu Dalam Melody Indonesia,32993,1.0,4,0.0,0.0,0.0,GAME MUSIC,19715,5998,4988,849,1439,59.76,18.18,15.12,2.57,4.36,False
926,1,Fishdom,4876844,100.0,4,1.0,2.9,0.0,GAME PUZZLE,3641850,439299,231737,124487,439469,74.68,9.01,4.75,2.55,9.01,False
927,2,Brain Out – Can you pass it?,4467655,100.0,4,1.8,3.4,0.0,GAME PUZZLE,3390163,421521,211538,99383,345048,75.88,9.43,4.73,2.22,7.72,False
928,3,Toon Blast,3222428,50.0,4,1.0,2.0,0.0,GAME PUZZLE,2556112,384991,149188,39049,93086,79.32,11.95,4.63,1.21,2.89,False
929,4,Toy Blast,2941258,50.0,4,0.5,1.3,0.0,GAME PUZZLE,2267242,373376,152797,45384,102457,77.08,12.69,5.19,1.54,3.48,False
930,5,Bubble Witch 3 Saga,2514879,50.0,4,0.4,0.8,0.0,GAME PUZZLE,1916271,353214,112067,37981,95344,76.2,14.04,4.46,1.51,3.79,False
931,6,Cut the Rope 2,2301209,100.0,4,0.1,0.2,0.0,GAME PUZZLE,1810251,255614,102894,33835,98612,78.67,11.11,4.47,1.47,4.29,False
932,7,Where's My Water? 2,2151126,100.0,4,0.2,0.5,0.0,GAME PUZZLE,1461033,221781,145555,76086,246668,67.92,10.31,6.77,3.54,11.47,False
933,8,Empires & Puzzles: Epic Match 3,2107067,50.0,4,0.7,1.5,0.0,GAME PUZZLE,1424833,234631,132332,75143,240126,67.62,11.14,6.28,3.57,11.4,False
934,9,Pixel Art: Color by Number,2065276,100.0,4,633.0,2.5,0.0,GAME PUZZLE,1558040,233777,105530,45513,122413,75.44,11.32,5.11,2.2,5.93,False
935,10,Matchington Mansion,1951302,50.0,4,1.1,2.3,0.0,GAME PUZZLE,1406839,263363,115542,47833,117722,72.1,13.5,5.92,2.45,6.03,False
936,11,Disney Frozen Free Fall - Play Frozen Puzzle Games,1713085,50.0,4,0.1,0.2,0.0,GAME PUZZLE,1268094,258390,86945,28762,70892,74.02,15.08,5.08,1.68,4.14,False
937,12,Sudoku.com - Free Sudoku,1704670,50.0,4,1.1,2.3,0.0,GAME PUZZLE,1254531,307541,79949,18011,44635,73.59,18.04,4.69,1.06,2.62,False
938,13,ضربة معلم - لعبة الغاز مسلية,1701889,10.0,4,1.3,2.8,0.0,GAME PUZZLE,1416736,103007,67437,31868,82838,83.25,6.05,3.96,1.87,4.87,False
939,14,Candy Crush Jelly Saga,1652333,100.0,4,0.5,1.1,0.0,GAME PUZZLE,1199685,241711,99714,31883,79338,72.61,14.63,6.03,1.93,4.8,False
940,15,Roll the Ball® - slide puzzle,1561049,100.0,4,0.1,0.2,0.0,GAME PUZZLE,994338,242232,126119,51089,147270,63.7,15.52,8.08,3.27,9.43,False
941,16,Block Puzzle Jewel,1557099,100.0,4,1.0,2.4,0.0,GAME PUZZLE,1068366,190532,105960,50031,142208,68.61,12.24,6.8,3.21,9.13,False
942,17,Flow Free,1455893,100.0,4,142.6,0.8,0.0,GAME PUZZLE,1021457,195457,91530,41930,105517,70.16,13.43,6.29,2.88,7.25,False
943,18,2048 Number puzzle game,1361162,10.0,4,134.8,269.5,0.0,GAME PUZZLE,873731,251904,104041,49104,82379,64.19,18.51,7.64,3.61,6.05,False
944,19,Escape Titanic,1265308,10.0,4,0.0,0.0,0.0,GAME PUZZLE,980240,108412,62854,22734,91066,77.47,8.57,4.97,1.8,7.2,False
945,20,Bad Piggies,1232582,50.0,4,0.1,0.3,0.0,GAME PUZZLE,905234,131252,71105,25952,99036,73.44,10.65,5.77,2.11,8.03,False
946,21,Manor Cafe,1210485,10.0,4,0.7,1.9,0.0,GAME PUZZLE,902546,176537,68702,19301,43397,74.56,14.58,5.68,1.59,3.59,False
947,22,LINE：ディズニー ツムツム,1198499,10.0,3,0.1,0.2,0.0,GAME PUZZLE,569538,254994,163385,62002,148577,47.52,21.28,13.63,5.17,12.4,False
948,23,Bubble Shooter: Panda Pop!,1160505,50.0,4,0.2,0.5,0.0,GAME PUZZLE,875961,158170,55526,20293,50553,75.48,13.63,4.78,1.75,4.36,False
949,24,Merge Dragons!,1160229,10.0,4,1.0,2.1,0.0,GAME PUZZLE,809178,210244,67354,21742,51708,69.74,18.12,5.81,1.87,4.46,False
950,25,Cut the Rope: Time Travel,1110248,50.0,4,0.1,0.1,0.0,GAME PUZZLE,885876,116537,44258,14299,49275,79.79,10.5,3.99,1.29,4.44,False
951,26,Cookie Jam™ Match 3 Games | Connect 3 or More,1104361,50.0,4,0.5,0.9,0.0,GAME PUZZLE,788438,195027,60848,20236,39809,71.39,17.66,5.51,1.83,3.6,False
952,27,Lily’s Garden,1065264,10.0,4,1.8,4.1,0.0,GAME PUZZLE,832411,119697,50381,20597,42175,78.14,11.24,4.73,1.93,3.96,False
953,28,Jigsaw Puzzles - Puzzle Games,1039836,10.0,4,2.3,4.9,0.0,GAME PUZZLE,736089,201323,65426,13651,23345,70.79,19.36,6.29,1.31,2.25,False
954,29,Indy Cat for VK,998983,5.0,4,0.0,0.0,0.0,GAME PUZZLE,931620,35619,10710,5345,15686,93.26,3.57,1.07,0.54,1.57,False
955,30,애니팡2,997666,10.0,3,0.0,0.0,0.0,GAME PUZZLE,515259,198338,117823,46204,120039,51.65,19.88,11.81,4.63,12.03,False
956,31,Can You Escape,975608,10.0,4,0.0,0.0,0.0,GAME PUZZLE,611973,208216,82752,17876,54788,62.73,21.34,8.48,1.83,5.62,False
957,32,Happy Glass,968677,100.0,3,0.7,1.7,0.0,GAME PUZZLE,586764,100779,77199,50085,153849,60.57,10.4,7.97,5.17,15.88,False
958,33,Two Dots,944709,10.0,4,1.3,2.7,0.0,GAME PUZZLE,643024,163847,53900,21376,62560,68.07,17.34,5.71,2.26,6.62,False
959,34,Tower of Saviors,941228,10.0,4,0.1,0.4,0.0,GAME PUZZLE,622828,101496,47377,20562,148963,66.17,10.78,5.03,2.18,15.83,False
960,35,Shoot Bubble Deluxe,924459,100.0,4,0.0,0.1,0.0,GAME PUZZLE,691718,101102,57033,19277,55325,74.82,10.94,6.17,2.09,5.98,False
961,36,Pirate Treasures - Gems Puzzle,884220,50.0,4,0.2,0.5,0.0,GAME PUZZLE,672791,95015,36419,18973,61021,76.09,10.75,4.12,2.15,6.9,False
962,37,Doodle Alchemy,819672,10.0,4,0.2,0.4,0.0,GAME PUZZLE,633312,108225,42934,12432,22766,77.26,13.2,5.24,1.52,2.78,False
963,38,Escape game : 50 rooms 1,754345,10.0,4,1.3,2.7,0.0,GAME PUZZLE,516134,122842,56446,18848,40072,68.42,16.28,7.48,2.5,5.31,False
964,39,Infinity Loop ®,735564,10.0,4,0.7,1.4,0.0,GAME PUZZLE,586868,90997,26745,9261,21690,79.79,12.37,3.64,1.26,2.95,False
965,40,Jigty Jigsaw Puzzles,721199,10.0,4,0.0,0.0,0.0,GAME PUZZLE,600677,52736,26857,8992,31933,83.29,7.31,3.72,1.25,4.43,False
966,41,Unblock Me FREE,701845,50.0,4,0.0,0.1,0.0,GAME PUZZLE,539528,78197,35664,12690,35764,76.87,11.14,5.08,1.81,5.1,False
967,42,Sudoku - Free Classic Sudoku Puzzles,701221,10.0,4,6.8,13.1,0.0,GAME PUZZLE,519848,129208,34746,5986,11431,74.13,18.43,4.96,0.85,1.63,False
968,43,Bubble Blast 2,699239,10.0,4,0.0,0.0,0.0,GAME PUZZLE,458200,129823,50977,23198,37038,65.53,18.57,7.29,3.32,5.3,False
969,44,Unblock Ball - Block Puzzle,694965,100.0,4,0.8,1.9,0.0,GAME PUZZLE,468482,86334,53179,23037,63930,67.41,12.42,7.65,3.31,9.2,False
970,45,Mouse,685364,10.0,4,169.9,0.0,0.0,GAME PUZZLE,463196,120923,48379,19969,32895,67.58,17.64,7.06,2.91,4.8,False
971,46,Inside Out Thought Bubbles,673835,10.0,4,0.1,0.1,0.0,GAME PUZZLE,500676,79495,36922,17243,39498,74.3,11.8,5.48,2.56,5.86,False
972,47,MonsterBusters: Match 3 Puzzle,669939,10.0,4,0.0,0.1,0.0,GAME PUZZLE,535471,95701,22684,5194,10887,79.93,14.29,3.39,0.78,1.63,False
973,48,Love Balls,661430,100.0,4,0.2,0.5,0.0,GAME PUZZLE,422723,76767,53669,30462,77806,63.91,11.61,8.11,4.61,11.76,False
974,49,Mr Bullet - Spy Puzzles,649024,100.0,4,1.0,2.2,0.0,GAME PUZZLE,442810,71356,41422,23585,69849,68.23,10.99,6.38,3.63,10.76,False
975,50,LINE Bubble 2,643644,10.0,4,0.2,0.3,0.0,GAME PUZZLE,389089,106228,67787,21747,58790,60.45,16.5,10.53,3.38,9.13,False
976,51,Mazes & More,608546,50.0,4,0.6,1.4,0.0,GAME PUZZLE,404176,74546,44217,22786,62819,66.42,12.25,7.27,3.74,10.32,False
977,52,Matches Puzzle Game,596554,10.0,4,0.2,0.4,0.0,GAME PUZZLE,411377,105903,41525,11585,26160,68.96,17.75,6.96,1.94,4.39,False
978,53,パズル＆ドラゴンズ(Puzzle & Dragons),594490,10.0,3,0.1,0.3,0.0,GAME PUZZLE,332022,79166,56797,26915,99587,55.85,13.32,9.55,4.53,16.75,False
979,54,Sudoku,584124,10.0,4,0.1,0.2,0.0,GAME PUZZLE,458061,106350,10329,2675,6707,78.42,18.21,1.77,0.46,1.15,False
980,55,Marble Legend,571570,50.0,4,0.0,0.0,0.0,GAME PUZZLE,383776,73557,55320,16169,42746,67.14,12.87,9.68,2.83,7.48,False
981,56,Hello Stars,570345,50.0,4,0.0,0.0,0.0,GAME PUZZLE,420021,43026,30999,18902,57395,73.64,7.54,5.44,3.31,10.06,False
982,57,Wood Block Puzzle,565614,50.0,4,0.1,0.3,0.0,GAME PUZZLE,429284,45646,29382,15814,45486,75.9,8.07,5.19,2.8,8.04,False
983,58,Harry Potter: Puzzles & Spells - Match-3 Magic,554434,10.0,4,6.3,13.3,0.0,GAME PUZZLE,474823,41233,15227,7257,15890,85.64,7.44,2.75,1.31,2.87,False
984,59,LINE: Disney Tsum Tsum,550425,10.0,4,0.1,251.7,0.0,GAME PUZZLE,357903,75666,39518,18329,59007,65.02,13.75,7.18,3.33,10.72,False
985,60,Easy Game - Brain Test and Tricky Mind Puzzles,547548,10.0,4,1.1,2.5,0.0,GAME PUZZLE,389864,72820,30413,13849,40600,71.2,13.3,5.55,2.53,7.41,False
986,61,Block! Hexa Puzzle™,546820,50.0,3,0.0,0.1,0.0,GAME PUZZLE,300160,90111,49226,29196,78124,54.89,16.48,9.0,5.34,14.29,False
987,62,Sweet Fruit Candy,541211,50.0,4,1.0,2.1,0.0,GAME PUZZLE,380589,73442,37922,13378,35878,70.32,13.57,7.01,2.47,6.63,False
988,63,Cut the Rope: Experiments,540007,50.0,4,444.6,0.0,0.0,GAME PUZZLE,387875,56186,34325,15360,46259,71.83,10.4,6.36,2.84,8.57,False
989,64,House Paint,530612,50.0,4,0.4,0.8,0.0,GAME PUZZLE,342051,69406,45347,23688,50117,64.46,13.08,8.55,4.46,9.45,False
990,65,Escape the Mansion,528900,5.0,4,0.1,0.1,0.0,GAME PUZZLE,374132,91668,41509,8309,13279,70.74,17.33,7.85,1.57,2.51,False
991,66,Block Puzzle - Free Classic Wood Block Puzzle Game,521894,10.0,4,5.8,13.3,0.0,GAME PUZZLE,355232,108346,38485,6823,13005,68.07,20.76,7.37,1.31,2.49,False
992,67,Dig This!,520896,50.0,4,0.5,1.1,0.0,GAME PUZZLE,367445,72031,23863,14116,43438,70.54,13.83,4.58,2.71,8.34,False
993,68,Brain Wars,518428,10.0,4,0.0,353.1,0.0,GAME PUZZLE,358319,108094,26601,6815,18597,69.12,20.85,5.13,1.31,3.59,False
994,69,Nonogram.com - Picture cross number puzzle,512643,10.0,4,3.2,6.7,0.0,GAME PUZZLE,357322,101120,28132,8286,17780,69.7,19.73,5.49,1.62,3.47,False
995,70,Gummy Drop! Match to restore and build cities,510656,10.0,4,0.1,0.2,0.0,GAME PUZZLE,337321,78723,33993,15936,44680,66.06,15.42,6.66,3.12,8.75,False
996,71,Charm King,509754,10.0,4,0.1,0.2,0.0,GAME PUZZLE,373628,59435,26925,12778,36986,73.3,11.66,5.28,2.51,7.26,False
997,72,Gemmy Lands: New Match 3 Games 2021 to Crush Gems,502640,10.0,4,0.3,0.5,0.0,GAME PUZZLE,399600,55407,20951,6877,19802,79.5,11.02,4.17,1.37,3.94,False
998,73,Energy: Anti Stress Loops,499265,10.0,4,3.6,6.7,0.0,GAME PUZZLE,408802,62489,14505,4285,9181,81.88,12.52,2.91,0.86,1.84,False
999,74,Brain It On! - Physics Puzzles,491439,50.0,4,0.1,0.2,0.0,GAME PUZZLE,318746,82552,32565,17102,40471,64.86,16.8,6.63,3.48,8.24,False
1000,75,Find The Differences - The Detective,490970,50.0,4,0.0,0.0,0.0,GAME PUZZLE,324781,38060,31659,22752,73715,66.15,7.75,6.45,4.63,15.01,False
1001,76,Disney Emoji Blitz,489067,10.0,4,0.6,1.3,0.0,GAME PUZZLE,325679,78321,33920,15720,35425,66.59,16.01,6.94,3.21,7.24,False
1002,77,Troll Face Quest: Video Memes - Brain Game,485621,10.0,4,0.1,0.3,0.0,GAME PUZZLE,335295,44072,31284,17077,57890,69.05,9.08,6.44,3.52,11.92,False
1003,78,Slugterra: Slug it Out 2,481615,10.0,4,6.2,12.0,0.0,GAME PUZZLE,412995,32366,11448,5054,19749,85.75,6.72,2.38,1.05,4.1,False
1004,79,Cut the Rope: Magic,470475,10.0,4,0.1,0.2,0.0,GAME PUZZLE,346937,60356,26756,10175,26247,73.74,12.83,5.69,2.16,5.58,False
1005,80,1010! Block Puzzle Game,466759,10.0,4,0.1,0.2,0.0,GAME PUZZLE,332243,64131,29683,11306,29394,71.18,13.74,6.36,2.42,6.3,False
1006,81,That Level Again,464014,10.0,4,0.5,1.0,0.0,GAME PUZZLE,383178,42022,15107,6078,17626,82.58,9.06,3.26,1.31,3.8,False
1007,82,Train Taxi,463260,50.0,4,752.0,0.9,0.0,GAME PUZZLE,294864,57247,41036,22447,47663,63.65,12.36,8.86,4.85,10.29,False
1008,83,Sudoku,462036,10.0,4,172.6,0.5,0.0,GAME PUZZLE,375734,64079,10145,3534,8542,81.32,13.87,2.2,0.76,1.85,False
1009,84,"ASolver - show me the puzzle, and I will solve it",460315,5.0,4,28.9,113.2,0.0,GAME PUZZLE,361695,36463,18076,9353,34725,78.58,7.92,3.93,2.03,7.54,False
1010,85,Crazy Kitchen: Match 3 Puzzles,459320,10.0,4,0.0,0.1,0.0,GAME PUZZLE,398796,37824,12018,3187,7492,86.82,8.23,2.62,0.69,1.63,False
1011,86,Tebak Gambar,453317,10.0,4,0.2,0.4,0.0,GAME PUZZLE,311581,43790,31309,17438,49197,68.73,9.66,6.91,3.85,10.85,False
1012,87,Build a Bridge!,451860,10.0,4,0.6,1.2,0.0,GAME PUZZLE,286839,63628,36663,17826,46901,63.48,14.08,8.11,3.95,10.38,False
1013,88,PixWords™,440665,10.0,4,0.0,0.1,0.0,GAME PUZZLE,355004,53499,15716,4832,11612,80.56,12.14,3.57,1.1,2.64,False
1014,89,Match 3D - Matching Puzzle Game,420325,10.0,4,4.6,11.2,0.0,GAME PUZZLE,286657,61968,16908,13744,41045,68.2,14.74,4.02,3.27,9.77,False
1015,90,How to Loot - Pin Pull & Hero Rescue,414811,50.0,4,3.2,8.3,0.0,GAME PUZZLE,307162,34076,23013,12619,37938,74.05,8.21,5.55,3.04,9.15,False
1016,91,LINE PokoPoko - Play with POKOTA! Free puzzler!,414626,10.0,3,0.7,1.3,0.0,GAME PUZZLE,158839,88968,76250,27016,63551,38.31,21.46,18.39,6.52,15.33,False
1017,92,Blockudoku® - Block Puzzle Game,414430,10.0,4,3.0,4.9,0.0,GAME PUZZLE,272911,80283,31266,8726,21241,65.85,19.37,7.54,2.11,5.13,False
1018,93,Rescue Cut - Rope Puzzle,407062,100.0,4,1862.1,4.5,0.0,GAME PUZZLE,273664,36549,24461,17968,54418,67.23,8.98,6.01,4.41,13.37,False
1019,94,DOP 2: Delete One Part,403195,50.0,4,10.1,26.0,0.0,GAME PUZZLE,266695,39854,21493,15180,59970,66.15,9.88,5.33,3.76,14.87,False
1020,95,Block Puzzle & Conquer,402599,10.0,4,0.0,0.0,0.0,GAME PUZZLE,262234,91540,27186,6527,15110,65.14,22.74,6.75,1.62,3.75,False
1021,96,Antistress - relaxation toys,398873,50.0,4,5.6,11.5,0.0,GAME PUZZLE,296810,44152,20472,10052,27385,74.41,11.07,5.13,2.52,6.87,False
1022,97,Cut the Rope FULL FREE,390519,100.0,4,0.0,0.1,0.0,GAME PUZZLE,304567,48911,16267,5635,15137,77.99,12.52,4.17,1.44,3.88,False
1023,98,Color Fill 3D,384115,100.0,4,4.8,11.5,0.0,GAME PUZZLE,251975,39025,32327,17572,43213,65.6,10.16,8.42,4.57,11.25,False
1024,99,디즈니 틀린그림찾기,383236,1.0,4,0.0,0.0,0.0,GAME PUZZLE,232374,93919,40506,5918,10516,60.64,24.51,10.57,1.54,2.74,False
1025,100,Who Is The Killer? Episode I,377015,5.0,4,0.2,0.4,0.0,GAME PUZZLE,235595,67597,41877,12829,19115,62.49,17.93,11.11,3.4,5.07,False
1026,1,Hill Climb Racing,10188038,500.0,4,0.4,0.8,0.0,GAME RACING,7148370,982941,607603,338715,1110407,70.16,9.65,5.96,3.32,10.9,False
1027,2,Traffic Rider,7580227,100.0,4,0.5,1.0,0.0,GAME RACING,5426819,833452,446764,212143,661046,71.59,11.0,5.89,2.8,8.72,False
1028,3,Traffic Racer,6062833,100.0,4,0.3,0.5,0.0,GAME RACING,4580870,581388,308448,145729,446396,75.56,9.59,5.09,2.4,7.36,False
1029,4,Dr. Driving,6062304,100.0,4,0.5,1.0,0.0,GAME RACING,4307671,494396,337684,213487,709064,71.06,8.16,5.57,3.52,11.7,False
1030,5,Need for Speed™ No Limits,4507290,100.0,4,0.6,1.2,0.0,GAME RACING,2976966,514643,268717,148109,598854,66.05,11.42,5.96,3.29,13.29,False
1031,6,CSR Racing 2 – Free Car Racing Game,4476329,10.0,4,0.5,0.9,0.0,GAME RACING,3458236,578619,178927,70721,189823,77.26,12.93,4.0,1.58,4.24,False
1032,7,Angry Birds Go!,3870456,100.0,4,476.9,0.0,0.0,GAME RACING,2753918,362720,224963,101659,427194,71.15,9.37,5.81,2.63,11.04,False
1033,8,Extreme Car Driving Simulator,3612756,100.0,4,1.7,3.7,0.0,GAME RACING,2691153,285485,166427,102619,367068,74.49,7.9,4.61,2.84,10.16,False
1034,9,Bike Race Free - Top Motorcycle Racing Games,2962468,100.0,4,0.3,0.6,0.0,GAME RACING,2026065,303481,185693,93766,353461,68.39,10.24,6.27,3.17,11.93,False
1035,10,CSR Racing,2490517,50.0,4,0.0,0.0,0.0,GAME RACING,1948115,240253,105455,35448,161244,78.22,9.65,4.23,1.42,6.47,False
1036,11,Fun Race 3D,2221285,100.0,4,2.1,5.2,0.0,GAME RACING,1465135,236017,175065,95923,249142,65.96,10.63,7.88,4.32,11.22,False
1037,12,Beach Buggy Racing,2178512,100.0,4,1.1,2.2,0.0,GAME RACING,1657717,195050,96043,49967,179732,76.09,8.95,4.41,2.29,8.25,False
1038,13,Asphalt 9: Legends,2098500,50.0,4,1.6,3.9,0.0,GAME RACING,1605688,206562,85294,41374,159579,76.52,9.84,4.06,1.97,7.6,False
1039,14,Fast Racing 3D,1848375,100.0,4,0.0,0.1,0.0,GAME RACING,1329863,205301,132256,43679,137274,71.95,11.11,7.16,2.36,7.43,False
1040,15,Earn to Die 2,1781295,100.0,4,0.4,0.8,0.0,GAME RACING,1265382,217366,109868,48019,140658,71.04,12.2,6.17,2.7,7.9,False
1041,16,Asphalt Nitro,1618815,50.0,4,0.6,1.3,0.0,GAME RACING,1155090,182406,92136,41613,147567,71.35,11.27,5.69,2.57,9.12,False
1042,17,City Racing 3D,1555939,50.0,4,0.1,0.1,0.0,GAME RACING,1139740,156099,102803,35354,121941,73.25,10.03,6.61,2.27,7.84,False
1043,18,Nitro Nation Drag & Drift Car Racing,1516846,10.0,4,0.4,1.0,0.0,GAME RACING,1152122,186491,65330,26060,86840,75.96,12.29,4.31,1.72,5.73,False
1044,19,Racing Fever,1471540,50.0,4,0.0,0.1,0.0,GAME RACING,1103560,147780,89499,34002,96697,74.99,10.04,6.08,2.31,6.57,False
1045,20,Drive Ahead!,1463492,50.0,4,0.9,1.8,0.0,GAME RACING,1021504,128346,80074,47703,185862,69.8,8.77,5.47,3.26,12.7,False
1046,21,Street Racing 3D,1446238,100.0,4,1.7,3.4,0.0,GAME RACING,1019029,156704,82624,42277,145602,70.46,10.84,5.71,2.92,10.07,False
1047,22,Drift Max Pro - Car Drifting Game with Racing Cars,1415418,50.0,4,1.7,3.9,0.0,GAME RACING,1121337,131782,63322,26528,72448,79.22,9.31,4.47,1.87,5.12,False
1048,23,Driving School 2016,1364891,50.0,4,0.3,0.6,0.0,GAME RACING,987702,138417,74068,34247,130454,72.37,10.14,5.43,2.51,9.56,False
1049,24,Racing in Car,1297337,50.0,4,0.1,0.1,0.0,GAME RACING,882650,139848,108195,37861,128780,68.04,10.78,8.34,2.92,9.93,False
1050,25,Drift هجولة,1219865,10.0,4,0.9,2.0,0.0,GAME RACING,977765,57490,37557,29620,117431,80.15,4.71,3.08,2.43,9.63,False
1051,26,Trials Frontier,1119800,10.0,4,0.1,0.1,0.0,GAME RACING,766370,143156,72043,32718,105511,68.44,12.78,6.43,2.92,9.42,False
1052,27,Bike Racing 3D,1109569,100.0,4,0.3,0.6,0.0,GAME RACING,742944,103484,76033,43585,143520,66.96,9.33,6.85,3.93,12.93,False
1053,28,CarX Drift Racing,1100694,10.0,4,0.2,0.5,0.0,GAME RACING,852081,98112,45985,22363,82151,77.41,8.91,4.18,2.03,7.46,False
1054,29,"Asphalt 8 Racing Game - Drive, Drift at Real Speed",924106,100.0,4,0.0,0.1,0.0,GAME RACING,730045,75692,31616,15958,70792,79.0,8.19,3.42,1.73,7.66,False
1055,30,CSR Classics,899964,10.0,4,0.0,0.1,0.0,GAME RACING,697561,102310,38678,12966,48447,77.51,11.37,4.3,1.44,5.38,False
1056,31,BMX Boy,895239,100.0,4,0.2,0.3,0.0,GAME RACING,654777,72957,50728,25429,91346,73.14,8.15,5.67,2.84,10.2,False
1057,32,Racing Moto,883713,100.0,4,0.4,0.7,0.0,GAME RACING,608166,77193,53756,31658,112937,68.82,8.74,6.08,3.58,12.78,False
1058,33,Real Bike Racing,851386,100.0,4,2.8,6.1,0.0,GAME RACING,571641,72556,52594,32840,121752,67.14,8.52,6.18,3.86,14.3,False
1059,34,Turbo Stars - Rival Racing,849317,50.0,4,2.0,4.4,0.0,GAME RACING,648879,74627,40777,19697,65335,76.4,8.79,4.8,2.32,7.69,False
1060,35,Top Speed: Drag & Fast Racing,847739,10.0,4,0.4,0.8,0.0,GAME RACING,679415,70848,31619,14431,51423,80.14,8.36,3.73,1.7,6.07,False
1061,36,CarX Highway Racing,780720,10.0,4,3.5,7.1,0.0,GAME RACING,606816,109933,25613,9960,28395,77.73,14.08,3.28,1.28,3.64,False
1062,37,Trial Xtreme 4: Extreme Bike Racing Champions,735549,50.0,4,0.1,0.3,0.0,GAME RACING,460052,86095,52656,28914,107829,62.55,11.7,7.16,3.93,14.66,False
1063,38,Dr. Parking 4,725551,100.0,4,0.7,1.4,0.0,GAME RACING,496433,68326,45697,27638,87455,68.42,9.42,6.3,3.81,12.05,False
1064,39,Racing in Car 2,724219,100.0,4,2.6,5.4,0.0,GAME RACING,475029,61493,45462,32518,109714,65.59,8.49,6.28,4.49,15.15,False
1065,40,Drag Racing,713034,100.0,4,0.0,0.0,0.0,GAME RACING,522787,91183,38976,16107,43979,73.32,12.79,5.47,2.26,6.17,False
