,rank,title,total_ratings,installs_in_millions,average_rating,growth_30_days,growth_60_days,price,category,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent,paid
627,2,My Talking Tom,16810315,500.0,4,0.3,0.5,0.0,GAME CASUAL,12234051,1514188,851145,465627,1745303,72.78,9.01,5.06,2.77,10.38,False
628,3,My Talking Angela,13050503,500.0,4,0.6,1.4,0.0,GAME CASUAL,9165205,1073761,636763,399662,1775110,70.23,8.23,4.88,3.06,13.6,False
629,4,Hay Day,12098786,100.0,4,0.5,1.2,0.0,GAME CASUAL,9031154,1239752,599727,297910,930241,74.65,10.25,4.96,2.46,7.69,False
630,5,Pou,11506051,500.0,4,0.2,0.5,0.0,GAME CASUAL,8175679,1051014,688712,346244,1244400,71.06,9.13,5.99,3.01,10.82,False
631,6,Gardenscapes,10721875,100.0,4,0.6,1.5,0.0,GAME CASUAL,7566483,1406080,591119,264105,894086,70.57,13.11,5.51,2.46,8.34,False
632,7,Minion Rush: Despicable Me Official Game,10659387,100.0,4,0.0,0.1,0.0,GAME CASUAL,7884729,1105063,542317,236861,890414,73.97,10.37,5.09,2.22,8.35,False
633,8,Homescapes,10159890,100.0,4,0.8,2.1,0.0,GAME CASUAL,7089644,1367797,604525,262575,835347,69.78,13.46,5.95,2.58,8.22,False
634,9,Farm Heroes Saga,9123920,100.0,4,0.6,1.2,0.0,GAME CASUAL,7097079,1176491,433227,128489,288631,77.79,12.89,4.75,1.41,3.16,False
635,10,Township,8306868,100.0,4,0.6,1.2,0.0,GAME CASUAL,5666720,959679,483208,261701,935558,68.22,11.55,5.82,3.15,11.26,False
636,11,Candy Crush Soda Saga,8071775,100.0,4,0.4,0.8,0.0,GAME CASUAL,6031478,1145290,420595,132006,342404,74.72,14.19,5.21,1.64,4.24,False
637,12,Plants vs Zombies™ 2 Free,6964142,100.0,4,0.5,1.1,0.0,GAME CASUAL,5161994,738250,337096,159672,567126,74.12,10.6,4.84,2.29,8.14,False
638,13,Coin Master,5768595,100.0,4,2.0,5.0,0.0,GAME CASUAL,4089427,617190,303609,139343,619023,70.89,10.7,5.26,2.42,10.73,False
639,14,Angry Birds 2,5720687,100.0,4,0.4,0.9,0.0,GAME CASUAL,4040927,701272,315427,150412,512646,70.64,12.26,5.51,2.63,8.96,False
640,15,My Cafe — Restaurant Game. Serve & Manage,4170408,50.0,4,0.6,1.4,0.0,GAME CASUAL,3234679,428334,200017,86064,221311,77.56,10.27,4.8,2.06,5.31,False
641,16,The Simpsons™: Tapped Out,4079806,100.0,4,0.1,0.2,0.0,GAME CASUAL,2650097,486532,256817,141989,544370,64.96,11.93,6.29,3.48,13.34,False
642,17,My Talking Tom 2,3617773,100.0,4,2.0,4.6,0.0,GAME CASUAL,2619420,297742,172533,114892,413183,72.4,8.23,4.77,3.18,11.42,False
643,18,Bubble Witch 2 Saga,2954685,100.0,4,252.7,0.1,0.0,GAME CASUAL,2182994,442668,186915,45788,96317,73.88,14.98,6.33,1.55,3.26,False
644,19,FarmVille 2: Country Escape,2914639,50.0,4,0.3,0.5,0.0,GAME CASUAL,1994505,407586,195237,87860,229449,68.43,13.98,6.7,3.01,7.87,False
645,20,Talking Tom Cat,2264014,100.0,3,0.7,1.5,0.0,GAME CASUAL,1459128,186361,140080,100488,377954,64.45,8.23,6.19,4.44,16.69,False
646,21,My Home - Design Dreams,2154956,100.0,4,0.9,2.1,0.0,GAME CASUAL,1513881,301704,140589,56303,142476,70.25,14.0,6.52,2.61,6.61,False
647,22,Best Fiends - Free Puzzle Game,2091145,50.0,4,0.5,1.0,0.0,GAME CASUAL,1646856,256082,76653,33048,78503,78.75,12.25,3.67,1.58,3.75,False
648,23,PewDiePie's Tuber Simulator,2001718,10.0,4,0.1,0.2,0.0,GAME CASUAL,1671110,180104,55116,21918,73468,83.48,9.0,2.75,1.09,3.67,False
649,24,Ice Age Village,1898651,50.0,4,0.0,0.1,0.0,GAME CASUAL,1399681,245543,112191,39947,101286,73.72,12.93,5.91,2.1,5.33,False
650,25,My Talking Tom Friends,1876427,100.0,4,5.4,12.0,0.0,GAME CASUAL,1404351,145789,83448,52288,190548,74.84,7.77,4.45,2.79,10.15,False
651,26,Dumb Ways to Die 2: The Games,1782012,100.0,4,0.0,0.1,0.0,GAME CASUAL,1265351,195451,108001,46276,166930,71.01,10.97,6.06,2.6,9.37,False
652,27,Candy Crush Friends Saga,1683260,50.0,4,0.8,1.6,0.0,GAME CASUAL,1268463,242273,83832,27455,61234,75.36,14.39,4.98,1.63,3.64,False
653,28,Family Farm Seaside,1627243,50.0,4,0.3,0.8,0.0,GAME CASUAL,1204255,135347,78073,44346,165218,74.01,8.32,4.8,2.73,10.15,False
654,29,Bubble Shooter,1503412,100.0,4,3.1,6.7,0.0,GAME CASUAL,1033894,163259,108056,54617,143583,68.77,10.86,7.19,3.63,9.55,False
655,30,Pirate Kings™️,1432166,10.0,4,0.2,0.3,0.0,GAME CASUAL,1049465,142061,64707,33473,142459,73.28,9.92,4.52,2.34,9.95,False
656,31,MY LITTLE PONY: Magic Princess,1431962,50.0,4,0.2,0.3,0.0,GAME CASUAL,975697,146337,81939,48296,179690,68.14,10.22,5.72,3.37,12.55,False
657,32,My Horse,1378621,10.0,4,0.0,0.1,0.0,GAME CASUAL,983456,257030,77494,15776,44864,71.34,18.64,5.62,1.14,3.25,False
658,33,Blossom Blast Saga,1326867,50.0,4,0.1,0.3,0.0,GAME CASUAL,956682,190254,81633,28037,70258,72.1,14.34,6.15,2.11,5.3,False
659,34,Gacha Club,1222505,10.0,4,5.9,12.9,0.0,GAME CASUAL,976018,118010,42649,18392,67434,79.84,9.65,3.49,1.5,5.52,False
660,35,Diamond Digger Saga,1218003,10.0,4,0.0,0.1,0.0,GAME CASUAL,883862,199331,79682,18938,36188,72.57,16.37,6.54,1.55,2.97,False
661,36,Farm Heroes Super Saga,1135695,10.0,4,0.2,0.4,0.0,GAME CASUAL,825239,185210,69324,19865,36055,72.66,16.31,6.1,1.75,3.17,False
662,37,My Talking Hank,1131205,100.0,4,0.7,1.6,0.0,GAME CASUAL,809274,94858,59551,38632,128888,71.54,8.39,5.26,3.42,11.39,False
663,38,Papa Pear Saga,1099997,50.0,4,196.3,0.1,0.0,GAME CASUAL,813086,144035,64753,23147,54974,73.92,13.09,5.89,2.1,5.0,False
664,39,My Boo: Your Virtual Pet Game To Care and Play,1009374,10.0,4,0.2,0.5,0.0,GAME CASUAL,784152,106559,46334,17864,54463,77.69,10.56,4.59,1.77,5.4,False
665,40,Puppy Town - Merge & Win,978460,50.0,4,1.5,4.2,0.0,GAME CASUAL,673255,72892,32537,20945,178828,68.81,7.45,3.33,2.14,18.28,False
666,41,Save The Girl,952348,100.0,3,1.1,2.6,0.0,GAME CASUAL,591803,80978,62429,48097,169038,62.14,8.5,6.56,5.05,17.75,False
667,42,Smurfs' Village,941133,10.0,4,0.1,0.1,0.0,GAME CASUAL,731661,81527,45176,19280,63487,77.74,8.66,4.8,2.05,6.75,False
668,43,My Dolphin Show,939577,50.0,4,0.3,0.7,0.0,GAME CASUAL,676889,96965,56485,26929,82307,72.04,10.32,6.01,2.87,8.76,False
669,44,Green Farm 3,924595,10.0,4,0.4,0.7,0.0,GAME CASUAL,571381,115687,76942,38875,121707,61.8,12.51,8.32,4.2,13.16,False
670,45,Pet Rescue Saga,921224,100.0,4,0.0,0.0,0.0,GAME CASUAL,751461,107090,30751,10390,21529,81.57,11.62,3.34,1.13,2.34,False
671,46,"Good Pizza, Great Pizza",910777,50.0,4,2.1,5.0,0.0,GAME CASUAL,651420,117048,52529,24633,65145,71.52,12.85,5.77,2.7,7.15,False
672,47,Bubble Shooter,881816,100.0,4,1.2,2.8,0.0,GAME CASUAL,622790,117945,56216,23294,61569,70.63,13.38,6.38,2.64,6.98,False
673,48,Rodeo Stampede: Sky Zoo Safari,880964,10.0,4,0.4,0.8,0.0,GAME CASUAL,566493,120253,69961,33039,91215,64.3,13.65,7.94,3.75,10.35,False
674,49,Stickman Warriors,875343,50.0,4,0.2,0.3,0.0,GAME CASUAL,585941,90239,60299,28150,110712,66.94,10.31,6.89,3.22,12.65,False
675,50,Idle Arks: Build at Sea,865040,10.0,4,5.5,14.0,0.0,GAME CASUAL,638136,98626,54652,22207,51416,73.77,11.4,6.32,2.57,5.94,False
676,51,Bubbu – My Virtual Pet,847777,50.0,4,1.8,3.7,0.0,GAME CASUAL,660874,63957,33911,20752,68280,77.95,7.54,4.0,2.45,8.05,False
677,52,BTS WORLD,781393,10.0,4,0.7,1.4,0.0,GAME CASUAL,689356,38419,16073,7813,29731,88.22,4.92,2.06,1.0,3.8,False
678,53,Let's Create! Pottery Lite,777217,10.0,4,0.3,0.5,0.0,GAME CASUAL,532145,83892,54115,28958,78104,68.47,10.79,6.96,3.73,10.05,False
679,54,Covet Fashion - Dress Up Game,752953,10.0,4,0.4,0.6,0.0,GAME CASUAL,419680,145021,65512,34343,88394,55.74,19.26,8.7,4.56,11.74,False
680,55,World Chef 🍰🍔🍝🍓,712766,10.0,4,0.0,0.1,0.0,GAME CASUAL,515705,91031,43134,17633,45261,72.35,12.77,6.05,2.47,6.35,False
681,56,What if..,685365,5.0,4,0.0,0.0,0.0,GAME CASUAL,552588,94468,21233,5136,11938,80.63,13.78,3.1,0.75,1.74,False
682,57,Virtual Families 2,679330,10.0,4,0.0,0.1,0.0,GAME CASUAL,432002,91148,56154,24538,75485,63.59,13.42,8.27,3.61,11.11,False
683,58,Angry Birds POP Bubble Shooter,670105,10.0,4,0.2,0.3,0.0,GAME CASUAL,494241,81755,38494,15919,39693,73.76,12.2,5.74,2.38,5.92,False
684,59,The Simpsons™: Tapped Out,665838,10.0,4,0.1,0.1,0.0,GAME CASUAL,482665,78462,35349,17654,51705,72.49,11.78,5.31,2.65,7.77,False
685,60,Wonder Zoo - Animal rescue !,659139,10.0,4,0.2,0.3,0.0,GAME CASUAL,451806,82817,44197,20209,60108,68.55,12.56,6.71,3.07,9.12,False
686,61,Furby BOOM!,655486,10.0,4,0.0,0.0,0.0,GAME CASUAL,497030,57511,30349,13680,56912,75.83,8.77,4.63,2.09,8.68,False
687,62,Shopping Mall Girl - Dress Up & Style Game,652820,50.0,4,0.9,1.9,0.0,GAME CASUAL,452065,54651,38207,25278,82615,69.25,8.37,5.85,3.87,12.66,False
688,63,Plants vs. Zombies™ 2 Free,649699,10.0,4,0.3,0.6,0.0,GAME CASUAL,467599,79307,35546,17028,50216,71.97,12.21,5.47,2.62,7.73,False
689,64,Plants vs. Zombies™ Heroes,636439,10.0,4,1.2,2.3,0.0,GAME CASUAL,454670,70717,34755,17372,58923,71.44,11.11,5.46,2.73,9.26,False
690,65,Twist Hit!,627963,10.0,4,0.0,0.1,0.0,GAME CASUAL,456597,74051,44136,16750,36428,72.71,11.79,7.03,2.67,5.8,False
691,66,Hello Kitty Nail Salon,627042,100.0,4,1.2,2.7,0.0,GAME CASUAL,440620,46732,31244,22519,85924,70.27,7.45,4.98,3.59,13.7,False
692,67,Board Kings™️: Fun Board Games,605422,10.0,4,3.2,6.5,0.0,GAME CASUAL,473424,51048,22893,13584,44471,78.2,8.43,3.78,2.24,7.35,False
693,68,Moy 3 - Virtual Pet Game,603781,10.0,4,0.0,0.1,0.0,GAME CASUAL,462582,58790,33494,11913,36999,76.61,9.74,5.55,1.97,6.13,False
694,69,Fish Live,602123,10.0,4,0.0,0.1,0.0,GAME CASUAL,459046,63875,35736,10925,32537,76.24,10.61,5.94,1.81,5.4,False
695,70,Family Island™ - Farm game adventure,592625,10.0,4,10.0,19.3,0.0,GAME CASUAL,411401,90484,39822,15183,35732,69.42,15.27,6.72,2.56,6.03,False
696,71,Cow Evolution: Crazy Cow Making Idle Merge Games,570955,10.0,4,0.3,0.5,0.0,GAME CASUAL,443937,66232,26738,10215,23830,77.75,11.6,4.68,1.79,4.17,False
697,72,BlockBuild: Craft Your Dream World,568174,10.0,4,0.1,0.2,0.0,GAME CASUAL,364726,54802,38870,19860,89914,64.19,9.65,6.84,3.5,15.83,False
698,73,Paradise Island 2: Hotel Game,567668,10.0,4,0.3,0.7,0.0,GAME CASUAL,392672,118389,23787,8741,24077,69.17,20.86,4.19,1.54,4.24,False
699,74,Kiss Kiss: Spin the Bottle for Chatting & Fun,556525,10.0,4,5.5,11.8,0.0,GAME CASUAL,438288,22770,12779,9891,72795,78.75,4.09,2.3,1.78,13.08,False
700,75,Moy 2 - Virtual Pet Game,540665,10.0,4,0.1,0.3,0.0,GAME CASUAL,389914,49587,35329,16166,49667,72.12,9.17,6.53,2.99,9.19,False
701,76,Lost Island: Blast Adventure,539618,10.0,4,0.4,0.9,0.0,GAME CASUAL,392042,84757,31131,10657,21028,72.65,15.71,5.77,1.97,3.9,False
702,77,Stupid Zombies 3,532119,10.0,4,0.2,0.5,0.0,GAME CASUAL,391786,63353,34261,12140,30576,73.63,11.91,6.44,2.28,5.75,False
703,78,Idle Sightseeing Train - Game of Train Transport,526404,1.0,4,625.9,1251.8,0.0,GAME CASUAL,332168,78207,48369,16909,50748,63.1,14.86,9.19,3.21,9.64,False
704,79,Dumb Ways to Die,521999,50.0,4,0.3,0.6,0.0,GAME CASUAL,333246,64379,41810,21779,60782,63.84,12.33,8.01,4.17,11.64,False
705,80,Bubble Shooter,513273,100.0,4,0.3,0.6,0.0,GAME CASUAL,356049,63918,35560,16181,41563,69.37,12.45,6.93,3.15,8.1,False
706,81,Fruit Block - Puzzle Legend,510146,10.0,4,1914.7,1.7,0.0,GAME CASUAL,338839,73912,48046,16253,33093,66.42,14.49,9.42,3.19,6.49,False
707,82,Island Experiment,497556,10.0,4,0.0,0.0,0.0,GAME CASUAL,220970,146774,82128,15085,32597,44.41,29.5,16.51,3.03,6.55,False
708,83,Bubble Shooter,487206,100.0,4,0.5,1.1,0.0,GAME CASUAL,339101,60100,31478,14670,41854,69.6,12.34,6.46,3.01,8.59,False
709,84,Moy 4 - Virtual Pet Game,476520,10.0,4,0.1,0.3,0.0,GAME CASUAL,355557,44409,26769,12156,37627,74.62,9.32,5.62,2.55,7.9,False
710,85,Moy - Virtual Pet Game,475705,10.0,4,0.1,0.1,0.0,GAME CASUAL,335504,44683,31325,13678,50513,70.53,9.39,6.58,2.88,10.62,False
711,86,HappyFish,469274,1.0,4,0.0,0.1,0.0,GAME CASUAL,348400,68745,30278,5392,16457,74.24,14.65,6.45,1.15,3.51,False
712,87,Match Masters,462861,10.0,4,24.0,49.3,0.0,GAME CASUAL,328311,64534,28243,9107,32664,70.93,13.94,6.1,1.97,7.06,False
713,88,Gacha Studio (Anime Dress Up),462460,10.0,3,0.7,1.4,0.0,GAME CASUAL,278605,46716,34234,22630,80272,60.24,10.1,7.4,4.89,17.36,False
714,89,Cooking Dash,458766,10.0,4,0.1,0.2,0.0,GAME CASUAL,279541,73007,41708,20739,43768,60.93,15.91,9.09,4.52,9.54,False
715,90,LINE 旅遊大亨,444080,5.0,3,0.0,0.0,0.0,GAME CASUAL,226320,43452,36250,17770,120287,50.96,9.78,8.16,4.0,27.09,False
716,91,Little Big City 2,442100,10.0,3,0.3,0.6,0.0,GAME CASUAL,259916,61224,39116,19478,62364,58.79,13.85,8.85,4.41,14.11,False
717,92,Kids Doodle - Color & Draw Free Game,430459,50.0,4,0.0,0.1,0.0,GAME CASUAL,309838,47284,26040,10352,36942,71.98,10.98,6.05,2.4,8.58,False
718,93,Dance Clash: Ballet vs Hip Hop,428132,10.0,4,0.9,2.1,0.0,GAME CASUAL,295035,44478,27154,14836,46626,68.91,10.39,6.34,3.47,10.89,False
719,94,sand:box,414428,10.0,4,1.7,3.8,0.0,GAME CASUAL,297229,47857,24352,11976,33011,71.72,11.55,5.88,2.89,7.97,False
720,95,Gacha Life,405505,50.0,4,0.3,0.6,0.0,GAME CASUAL,307443,40558,16388,7553,33561,75.82,10.0,4.04,1.86,8.28,False
721,96,Wildscapes,385882,10.0,4,0.6,1.3,0.0,GAME CASUAL,273707,57256,22876,9323,22718,70.93,14.84,5.93,2.42,5.89,False
722,97,Bravoloto,381919,5.0,4,0.1,0.2,0.0,GAME CASUAL,316246,31810,9963,5205,18692,82.81,8.33,2.61,1.36,4.89,False
723,98,Harvest Land: Farm & City Building,378085,10.0,4,2.0,4.2,0.0,GAME CASUAL,258091,47714,27671,11842,32765,68.26,12.62,7.32,3.13,8.67,False
724,99,The Battle Cats,373522,10.0,4,1.4,2.9,0.0,GAME CASUAL,289498,37687,15999,6754,23581,77.51,10.09,4.28,1.81,6.31,False
725,100,Big Farm: Mobile Harvest – Free Farming Game,370755,10.0,4,508.1,2.8,0.0,GAME CASUAL,233460,65503,22707,12643,36439,62.97,17.67,6.12,3.41,9.83,False
726,1,Toca Life World: Build stories & create your world,1690405,50.0,4,11.1,26.7,0.0,GAME EDUCATIONAL,1191130,195192,95400,50193,158487,70.46,11.55,5.64,2.97,9.38,False
727,2,Toca Kitchen 2,1543998,100.0,4,0.9,2.0,0.0,GAME EDUCATIONAL,1044380,167400,99241,57056,175918,67.64,10.84,6.43,3.7,11.39,False
728,3,Cooking Mama: Let's cook!,758930,50.0,4,0.6,1.3,0.0,GAME EDUCATIONAL,569677,64417,38966,21992,63877,75.06,8.49,5.13,2.9,8.42,False
729,4,知識王,571355,1.0,4,0.0,0.0,0.0,GAME EDUCATIONAL,395665,71737,37756,15358,50837,69.25,12.56,6.61,2.69,8.9,False
730,5,Animal Jam,519854,10.0,4,0.4,0.8,0.0,GAME EDUCATIONAL,330550,67983,37226,19708,64384,63.59,13.08,7.16,3.79,12.39,False
731,6,My Town: Home Doll house - Family Playhouse,469665,10.0,4,3.7,7.9,0.0,GAME EDUCATIONAL,338284,37308,23232,16939,53900,72.03,7.94,4.95,3.61,11.48,False
732,7,Skillz - Logic Brain Games,440099,10.0,4,0.3,0.6,0.0,GAME EDUCATIONAL,284760,81030,28581,12818,32907,64.7,18.41,6.49,2.91,7.48,False
733,8,Mandala Coloring Pages,335602,50.0,4,0.6,1.2,0.0,GAME EDUCATIONAL,227796,38019,21197,13605,34982,67.88,11.33,6.32,4.05,10.42,False
734,9,Baby Panda's Supermarket,299512,100.0,4,2.1,5.1,0.0,GAME EDUCATIONAL,221507,19279,12167,10193,36364,73.96,6.44,4.06,3.4,12.14,False
735,10,Baby Panda World,229515,50.0,4,11.0,23.1,0.0,GAME EDUCATIONAL,177112,13802,8861,6241,23497,77.17,6.01,3.86,2.72,10.24,False
736,11,Masha and the Bear. Educational Games,210406,100.0,4,1.9,4.3,0.0,GAME EDUCATIONAL,142332,15737,11577,9045,31713,67.65,7.48,5.5,4.3,15.07,False
737,12,Pepi House: Happy Family,204816,10.0,4,1.5,3.3,0.0,GAME EDUCATIONAL,132787,19175,11845,9717,31289,64.83,9.36,5.78,4.74,15.28,False
738,13,"Math Games, Learn Add, Subtract, Multiply & Divide",201926,10.0,4,3.0,6.9,0.0,GAME EDUCATIONAL,154697,16426,8631,5266,16904,76.61,8.13,4.27,2.61,8.37,False
739,14,Girl Games: Unicorn Cooking Games for Girls Kids,191141,10.0,4,10.0,24.7,0.0,GAME EDUCATIONAL,150962,11416,6201,5011,17549,78.98,5.97,3.24,2.62,9.18,False
740,15,Pepi Super Stores: Fun & Games,188628,10.0,4,1.8,4.0,0.0,GAME EDUCATIONAL,131144,14630,9261,7644,25947,69.53,7.76,4.91,4.05,13.76,False
741,16,LEGO® DUPLO® Train,185082,10.0,4,0.0,0.0,0.0,GAME EDUCATIONAL,129634,16481,12725,5763,20476,70.04,8.9,6.88,3.11,11.06,False
742,17,Little Panda's Restaurant,177900,50.0,4,3.5,6.7,0.0,GAME EDUCATIONAL,136565,10350,6860,5324,18798,76.77,5.82,3.86,2.99,10.57,False
743,18,Smolsies - My Cute Pet House,164764,10.0,4,3.3,7.3,0.0,GAME EDUCATIONAL,118137,14783,8830,5341,17670,71.7,8.97,5.36,3.24,10.72,False
744,19,Baby Panda Care,161896,50.0,4,1.1,2.4,0.0,GAME EDUCATIONAL,113255,11857,7862,7032,21887,69.96,7.32,4.86,4.34,13.52,False
745,20,超級單字王 - 英檢、多益、托福 輕鬆學,158721,0.5,4,0.6,1.1,0.0,GAME EDUCATIONAL,149917,6111,1435,358,897,94.45,3.85,0.9,0.23,0.57,False
746,21,Baby Panda's School Bus - Let's Drive!,155279,50.0,4,4.9,9.8,0.0,GAME EDUCATIONAL,117842,9711,6246,4458,17020,75.89,6.25,4.02,2.87,10.96,False
747,22,Baby Panda's Fashion Dress Up Game,152780,50.0,4,3.1,6.8,0.0,GAME EDUCATIONAL,113689,8994,6478,5001,18617,74.41,5.89,4.24,3.27,12.19,False
748,23,"Truck games for kids - build a house, car wash",147633,100.0,4,5446.9,10.2,0.0,GAME EDUCATIONAL,98893,11767,8266,6773,21932,66.99,7.97,5.6,4.59,14.86,False
749,24,"Baby Games for 2,3,4 year old toddlers",146101,10.0,4,4.6,10.0,0.0,GAME EDUCATIONAL,111993,21993,6404,1817,3892,76.66,15.05,4.38,1.24,2.66,False
750,25,Fluvsies - A Fluff to Luv,145347,10.0,4,8.2,18.8,0.0,GAME EDUCATIONAL,110407,11110,6183,3914,13730,75.96,7.64,4.25,2.69,9.45,False
751,26,My Town : Police Station. Policeman Game for Kids,142128,10.0,4,2.1,4.4,0.0,GAME EDUCATIONAL,97965,10628,7445,6616,19471,68.93,7.48,5.24,4.66,13.7,False
752,27,Baby Panda’s Ice Cream Shop,141681,50.0,4,2.2,4.7,0.0,GAME EDUCATIONAL,105203,9009,6799,4859,15808,74.26,6.36,4.8,3.43,11.16,False
753,28,Coloring & Learn,138294,50.0,4,4.6,11.1,0.0,GAME EDUCATIONAL,95108,13510,8076,5246,16351,68.77,9.77,5.84,3.79,11.82,False
754,29,Meow Meow Star Acres,135433,1.0,4,0.1,0.2,0.0,GAME EDUCATIONAL,103645,13910,7204,2797,7874,76.53,10.27,5.32,2.07,5.81,False
755,30,Supermarket: Shopping Games for Kids,132854,10.0,4,1.5,3.4,0.0,GAME EDUCATIONAL,95241,8553,5436,4416,19206,71.69,6.44,4.09,3.32,14.46,False
756,31,Little Panda's Chinese Recipes,129911,50.0,4,2.5,5.0,0.0,GAME EDUCATIONAL,98822,8155,5566,3684,13682,76.07,6.28,4.28,2.84,10.53,False
757,32,Little Panda Policeman,128528,50.0,4,3.4,7.5,0.0,GAME EDUCATIONAL,92578,8404,6004,4602,16937,72.03,6.54,4.67,3.58,13.18,False
758,33,من سيربح المليون الموسوعة,123262,10.0,4,1.4,2.8,0.0,GAME EDUCATIONAL,91784,5925,5156,3677,16718,74.46,4.81,4.18,2.98,13.56,False
759,34,Do Not Disturb! Get Prankster in a Hilarious Game,121977,10.0,4,1.9,4.1,0.0,GAME EDUCATIONAL,82251,11555,11792,4308,12068,67.43,9.47,9.67,3.53,9.89,False
760,35,My Town: Play & Discover - City Builder Game,116243,10.0,4,2013.3,9.3,0.0,GAME EDUCATIONAL,80372,8500,5402,4349,17617,69.14,7.31,4.65,3.74,15.16,False
761,36,Make-Up Me: Superstar,106074,10.0,4,0.0,0.0,0.0,GAME EDUCATIONAL,75946,12756,7102,2217,8051,71.6,12.03,6.7,2.09,7.59,False
762,37,Multiplication Table Kids Math,103248,10.0,4,0.0,0.0,0.0,GAME EDUCATIONAL,74312,10957,5883,2047,10048,71.97,10.61,5.7,1.98,9.73,False
763,38,MentalUP - Learning Games & Brain Games,102219,5.0,4,2.1,4.8,0.0,GAME EDUCATIONAL,90114,4431,1625,852,5194,88.16,4.33,1.59,0.83,5.08,False
764,39,"Math Exercises for the brain, Math Riddles, Puzzle",102168,5.0,4,2.7,5.9,0.0,GAME EDUCATIONAL,77581,13635,4971,2006,3972,75.94,13.35,4.87,1.96,3.89,False
765,40,Princess Salon: Frozen Party,101418,10.0,3,0.5,0.2,0.0,GAME EDUCATIONAL,66006,7186,6156,4757,17311,65.08,7.09,6.07,4.69,17.07,False
766,41,Little Panda’s Summer: Ice Cream Bars,94157,10.0,4,1.9,4.5,0.0,GAME EDUCATIONAL,72545,5575,3879,2822,9334,77.05,5.92,4.12,3.0,9.91,False
767,42,Little Panda: Princess Makeup,91946,10.0,4,5.6,12.3,0.0,GAME EDUCATIONAL,65777,6298,4430,3427,12011,71.54,6.85,4.82,3.73,13.06,False
768,43,Reaction training,91542,1.0,4,5.9,15.1,0.0,GAME EDUCATIONAL,77154,9565,1942,759,2120,84.28,10.45,2.12,0.83,2.32,False
769,44,Make-Up Me,90720,10.0,3,0.1,0.1,0.0,GAME EDUCATIONAL,55578,8660,7441,4235,14803,61.27,9.55,8.2,4.67,16.32,False
770,45,Bini Super ABC! Preschool Learning Games for Kids!,90184,10.0,4,2.5,6.0,0.0,GAME EDUCATIONAL,68668,9896,4022,2070,5525,76.14,10.97,4.46,2.3,6.13,False
771,46,LEGO® DUPLO® Town,89570,10.0,3,0.0,0.0,0.0,GAME EDUCATIONAL,55869,7412,5656,4419,16211,62.38,8.28,6.31,4.93,18.1,False
772,47,My Town : Fashion Show,88278,10.0,4,2.7,6.0,0.0,GAME EDUCATIONAL,62679,6818,4119,3682,10977,71.0,7.72,4.67,4.17,12.44,False
773,48,Little Panda's Farm Story,85437,10.0,4,2.5,5.1,0.0,GAME EDUCATIONAL,66723,5406,3610,2174,7521,78.1,6.33,4.23,2.54,8.8,False
774,49,Little Panda: Princess Dress Up,83994,10.0,4,1.7,3.5,0.0,GAME EDUCATIONAL,58641,5858,4008,3538,11946,69.82,6.97,4.77,4.21,14.22,False
775,50,"Сказки и развивающие игры для детей, малышей",81628,1.0,4,0.5,1.1,0.0,GAME EDUCATIONAL,71135,6195,1678,759,1858,87.15,7.59,2.06,0.93,2.28,False
776,51,Baby Panda's Carnival - Christmas Amusement Park,81135,10.0,4,1.6,3.9,0.0,GAME EDUCATIONAL,60102,5200,3703,2615,9512,74.08,6.41,4.56,3.22,11.72,False
777,52,My Town : Beauty contest - Dress Up Game for Girls,79583,10.0,4,3.1,7.1,0.0,GAME EDUCATIONAL,57296,5472,4000,3121,9691,72.0,6.88,5.03,3.92,12.18,False
778,53,Monster Trucks Game for Kids 2,79263,50.0,3,2.3,5.2,0.0,GAME EDUCATIONAL,50961,6250,4670,3720,13660,64.3,7.89,5.89,4.69,17.23,False
779,54,ほしの島のにゃんこ,78145,1.0,4,0.2,0.3,0.0,GAME EDUCATIONAL,42904,14624,8998,3381,8236,54.9,18.71,11.51,4.33,10.54,False
780,55,Urban City Stories,76981,10.0,3,5.4,11.9,0.0,GAME EDUCATIONAL,43442,7060,5325,5046,16106,56.43,9.17,6.92,6.56,20.92,False
781,56,Jungle Animal Hair Salon - Styling Game for Kids,76498,10.0,3,0.4,0.9,0.0,GAME EDUCATIONAL,47396,6488,5338,4288,12986,61.96,8.48,6.98,5.61,16.98,False
782,57,Tailor Kids,75435,10.0,4,0.1,0.2,0.0,GAME EDUCATIONAL,53508,7325,6366,2088,6146,70.93,9.71,8.44,2.77,8.15,False
783,58,Snow Cone Maker - Frozen Foods,75270,10.0,4,0.1,0.2,0.0,GAME EDUCATIONAL,54579,6354,4815,1908,7612,72.51,8.44,6.4,2.53,10.11,False
784,59,Baby Phone for Kids - Learning Numbers and Animals,75082,10.0,4,0.1,672.7,0.0,GAME EDUCATIONAL,52362,5787,4729,2823,9379,69.74,7.71,6.3,3.76,12.49,False
785,60,Memory Games: Brain Training,73407,5.0,4,0.3,0.7,0.0,GAME EDUCATIONAL,43304,15335,6560,2492,5713,58.99,20.89,8.94,3.39,7.78,False
786,61,My Town : Best Friends' House games for kids,72164,10.0,4,8.9,23.3,0.0,GAME EDUCATIONAL,51654,5773,3346,2593,8796,71.58,8.0,4.64,3.59,12.19,False
